1.3	31.7952
2.3	76.544
3.3	65.9456
4.3	75.3664
5.3	65.9456
6.3	75.3664
7.3	65.9456
8.3	75.3664
9.3	65.9456
10.3	75.3664
11.3	65.9456
12.3	75.3664
13.3	65.9456
14.3	75.3664
15.3	67.1232
16.3	67.1232
17.3	73.0112
18.3	74.1888
19.3	71.8336
20.3	64.768
21.3	69.4784
22.3	73.0112
23.3	74.1888
24.3	71.8336
25.3	68.3008
26.3	69.4784
27.3	67.1232
28.3	78.8992
29.3	64.768
30.3	75.3664
31.3	65.9456
32.3	75.3664
33.3	65.9456
34.3	75.3546
35.3	69.502
36.3	71.8336
37.3	68.3008
38.3	69.4784
39.3	68.3008
40.3	69.4784
41.3	73.0112
42.3	74.1888
43.3	71.8336
44.3	68.3008
45.3	69.4784
46.3	68.3008
47.3	69.4784
48.3	77.7216
49.3	65.9456
50.3	75.3664
51.3	65.9456
52.3	75.3664
53.3	65.9456
54.3	75.3664
55.3	65.9456
56.3	75.3664
57.3	65.9456
58.3	75.3664
59.3	65.9456
